Backup,OEM Alert: Host : dcsibdbpr00.cplmg.local: DB : crmprdsb_dcsibdbpr00.cplmg.local : Category :Load: No Archivelog backup since   393 Minutes
Performance,threshold of 90 percent used exceeded: current value 10977492.000000
Performance,Federation Passive Sign-Out Error On The Federation Server Proxy
Performance,The AD Last Bind latency is above the configured threshold.
Performance,Memory Available low: current used 93.9%
Capacity,threshold of low disk space1 violated: current value 7921.000000
Performance,DFS-R: Communication Error During Replication
Performance,DFS Replication service encountered an error communicating with a replication group partner
Performance,Percentage of Committed Memory in Use is too high
Performance,threshold of low disk space1 violated: current value 24183.000000
Performance,Memory Available low: current used 94.8%
